,Clinton,Trump
the wall,0.399298450407,2.50439238865
the way,1.58683518072,0.630185171182
the way of,2.35415087143,0.424781611127
the wealthy,3.05644750107,0.327177221153
the work,1.33602693388,0.748487904429
the worst financial,1.06050881228,0.942943602558
their,1.10192047681,0.90750650437
their fair,0.721153196588,1.38666791568
their families,0.676323734129,1.47858185295
their own,1.8655210266,0.536043274636
themselves,2.02439247411,0.493975359418
there,1.22522398898,0.816177294109
there are,1.09519443721,0.913079875153
there are a,3.75145620536,0.266563154482
there is,1.16055900567,0.861653733344
these,0.517926972741,1.93077412962
these guys,0.487330240843,2.05199660557
these people,0.410674393017,2.43501912221
they,0.657458250124,1.52100912843
they are,1.04107199843,0.960548359293
they are all,0.437815949405,2.28406480248
they are doing,0.606271517711,1.64942599279
they are going,0.526992875444,1.89755886008
they deserve,0.999160871528,1.0008398332
they don,0.91182997788,1.09669568259
they don t,0.956113555254,1.04590087078
they have,0.785719551028,1.27271874385
they need,2.60817043587,0.383410526493
they need to,0.857815799909,1.16575143534
they re,0.42868446743,2.33271806183
they said,0.222220915663,4.50002645798
they say,0.545357350582,1.83366007432
they will,1.01794024449,0.982375935539
thing,0.429276094618,2.32950311591
things,0.788296156608,1.26855876642
think i,0.777959479625,1.28541399159
think we should,2.23001037178,0.448428407622
this campaign,4.41808728241,0.226342291602
this country,0.328897844969,3.04045774485
this election,2.52272119652,0.396397351153
this guy,0.990678442157,1.00940926687
this state,3.6758031051,0.27204939204
this was,0.366855327332,2.72587018777
those,1.3329306882,0.750226556306
those at,1.79831602164,0.556075788665
those of,1.49015847889,0.671069563515
those who,0.622052221642,1.60758207303
thought,0.811552004795,1.23220692462
threat,1.8091798335,0.552736649769
threats,1.33993262117,0.746306183016
thrilled,2.18569899814,0.457519539904
to,1.47723546181,0.676940153316
to all,1.50754128144,0.663331752376
to avoid,1.53405287865,0.651868011798
to be able,1.67258611225,0.59787654141
to be here,1.12484202639,0.889013725074
to be secretary,2.01835271063,0.495453542253
to be so,0.653472928409,1.53028527507
to borrow,2.30656576858,0.433544975661
to break,1.69546709028,0.589807968395
to break down,1.35863224122,0.736034351064
to build on,1.85174144782,0.540032195734
to buy,3.44170836071,0.29055338082
to citizenship,1.56566013129,0.638708222824
to college,2.1313010518,0.469196972036
to create,1.33818290567,0.747282001408
to create more,1.05591296058,0.94704775614
to deal,1.99919977333,0.500200136744
to defeat,0.941427797963,1.0622163507
to defeat isis,1.31907279419,0.758108274542
to defend,1.01211044394,0.988034464016
to do,0.786473136027,1.27149924669
to do everything,1.23288883986,0.81110313247
to do more,3.56121992778,0.280802651979
to do to,2.01468035799,0.49635665332
to figure,1.37730929215,0.726053331448
to figure out,2.24013049933,0.446402564626
to find,1.09290127846,0.914995727161
to find common,0.777553294663,1.28608547718
to get,1.30117152582,0.768538182824
to get ahead,1.39362914002,0.71755101216
to get back,1.96344158101,0.509309780171
to get the,0.809381948575,1.23551062852
to go,1.02704212076,0.973669900956
to go after,1.99224540279,0.501946195283
to go back,4.78698157063,0.208899905973
to go to,1.03503266049,0.966153086929
to happen,0.348458144382,2.86978512663
to help,1.11211486932,0.899187689678
to help people,1.35741569014,0.7366940041
to his or,1.22921394523,0.813528030562
to improve,1.84892028312,0.54085620085
to invest,1.75525517471,0.569717733587
to invest in,1.51175664308,0.661482127151
to keep,0.905569819672,1.10427708419
to know,0.938019925131,1.0660754353
to learn,0.981499204682,1.01884952655
to live,0.746170284461,1.34017666051
to live up,1.47688771415,0.677099545495
to make,0.903460539976,1.10685520369
to make college,1.35066905188,0.740373815929
to make her,1.04646136257,0.95560145436
to make it,1.39778857883,0.715415775423
to make sure,0.88161503559,1.13428192537
to mexico,0.828478334252,1.20703216808
to power,0.461324237672,2.1676727957
to prevent,1.78124548624,0.561404931394
to provide,1.119230963,0.893470635693
to raise,0.827607402733,1.20830238673
to raise the,0.995333225796,1.0046886551
to reach,1.55640297793,0.642507123269
to recognize,1.16677633968,0.857062288625
to refinance,1.31611186637,0.759813831602
to run,0.505836845765,1.97692202213
to school,2.96053332834,0.337776977691
to serve,1.52983948774,0.653663347045
to stand,1.2927789858,0.773527425016
to stand up,1.81239039385,0.551757504009
to succeed,1.59384923616,0.627411914071
to support,0.839299031125,1.19147045679
to tackle,1.96859232105,0.507977192284
to take on,2.3150923217,0.431948216763
to the,0.966049457714,1.03514368961
to the gun,1.3242062012,0.755169398158
to try,1.75284496537,0.570501110911
to try to,0.935127105686,1.06937334392
to win,0.623490195571,1.60387445882
to work,0.623131386286,1.60479799607
to work to,1.47273543466,0.679008582577
to work with,1.4679019201,0.681244425332
together,2.58008462413,0.387584186444
together to,1.7945075855,0.557255933649
together we,0.860390441854,1.16226302775
tomorrow,1.85100294703,0.540247654172
tomorrow where,1.39318903134,0.717777686664
too,1.46127113077,0.684335698519
too many,1.22334408198,0.817431509853
too often,1.62723615848,0.614538949855
top,1.02730677985,0.973419060028
total,0.363552470438,2.75063458871
totally,0.212515393496,4.70554148359
tough,0.548681675684,1.82255038635
toward,2.00739369079,0.498158385466
towards,1.24656618994,0.802203692088
trade,0.700123671412,1.42831908252
trade deals,1.4074587375,0.71050040286
trade deficit,0.477888464792,2.09253847639
training,3.52092387506,0.284016364876
treatment,0.860121754633,1.1626260987
tremendous,0.0803779728295,12.4412194635
trickle,2.24479957933,0.4454740678
trillion,0.463061922471,2.15953839319
troops,3.36407754138,0.297258308615
trump,0.809048499673,1.23601984356
trump is,0.876136765602,1.14137431422
trump s,3.43031915937,0.29151806393
trust,2.61737940768,0.382061537226
try,1.25447672005,0.797145123554
try to,2.26423559734,0.441650153887
trying,1.66888688591,0.599201784399
trying to,1.08511035851,0.921565251087
tuition,2.91240907282,0.343358359006
turnberry,0.278885818268,3.58569684974
turning,2.62587090734,0.38082603269
unaccountable,3.52731911659,0.283501426139
unaccountable money,3.30173287719,0.302871261
unbelievable,0.265322167028,3.76900283606
under,1.54418157933,0.647592234868
under the,1.76616630132,0.566198097684
unions,2.55110942336,0.391986322046
universal,2.46750394169,0.405267842982
universities,1.83221710199,0.545786849666
university,1.2020863686,0.831886980938
up every,1.97550800287,0.50619891114
up for,2.704687045,0.369728542846
us,1.33433072265,0.749439387872
us back,2.7421221682,0.36468105309
us safe,1.49087782827,0.67074577208
us to,0.601867152044,1.66149622322
values,0.888825096653,1.12508074284
ve,0.562166611297,1.77883207559
very,0.543129480114,1.84118159042
very clear,1.83105449602,0.546133390445
very very,0.270916045334,3.69118041262
vets,0.255266393005,3.91747612456
violence,1.03720883742,0.964125992688
voting,1.96806315199,0.50811377622
voting rights,2.14080064976,0.467114955384
wage,5.31692195702,0.188078743319
wages,0.985903248427,1.01429831132
wall and,1.08002133385,0.925907635947
wall street,4.83857354268,0.206672481296
want,0.797937149426,1.25323153674
want to make,1.1163841849,0.895748984554
want to thank,1.12319992005,0.890313453685
want us,1.61225430094,0.620249547119
want us to,2.07255583469,0.482496048243
want you,1.64773698858,0.606892973168
want you to,1.2568330233,0.795650640506
was,0.97427765623,1.02640145097
was going,0.586942057224,1.70374568953
was going to,1.13893436146,0.878013723912
was in the,3.56398859004,0.280584512193
was the,0.568376686917,1.75939658156
watch,0.515304758299,1.94059919668
watching,0.436537012969,2.29075650012
way i,0.662757276302,1.50884801383
way of,1.80077167963,0.555317484894
way the,0.981577586206,1.01876816876
way to,1.58431062859,0.631189352616
ways,2.94086911467,0.340035534057
ways to,1.41861811026,0.704911344896
we,0.794792446675,1.25819011515
we also,1.36664953834,0.73171648762
we also have,1.70173815495,0.587634470728
we are,0.834907529105,1.19773743216
we are going,1.6020063154,0.624217264555
we can,1.43415675643,0.697273847866
we can do,1.14984458518,0.86968274921
we can to,1.2622296527,0.792248857296
we do,1.72200455254,0.580718557641
we don,1.02767518877,0.973070101258
we face,0.971345761434,1.02949952499
we finally,3.10040427712,0.322538582268
we have got,1.59447584752,0.627165348133
we have made,1.47710802054,0.676998558056
we have people,0.477314781607,2.09505349202
we have to,1.10940050216,0.901387729728
we know,2.74317212169,0.364541470838
we need,1.33607665265,0.74846005131
we need a,0.957656610526,1.04421562908
we need more,2.11741538668,0.472273889333
we need to,1.46338404982,0.683347614815
we re,0.347963650093,2.87386340422
we re going,1.54555241737,0.64701784861
we saw,3.14117579995,0.318352127893
we should,1.24401381343,0.803849594921
we should be,1.3501325833,0.740667999844
we ve got,1.1429467951,0.874931365383
we won,0.382091856365,2.61717171759
we work,1.35345999909,0.738847103476
wealthy,1.87768924524,0.53256948802
weapons,1.65214405591,0.605274096059
weeks,0.905767926694,1.1040355598
weeks ago,1.35960385163,0.735508360616
well in,0.350759583712,2.85095560161
went to work,1.91068715231,0.523371918207
what,1.50621700812,0.663914956881
what i,1.48768942509,0.672183308647
what i want,0.983146780692,1.0171421192
what is going,1.16739687841,0.856606710614
what s,0.283279416087,3.53008352606
what s going,1.22884609263,0.813771558534
what we,1.00560580247,0.994425447372
what we can,2.64467325231,0.378118544182
what works,2.23778718554,0.446870018053
when i was,1.48011232809,0.675624397569
when it comes,1.3641838584,0.73303902098
where they,0.427203206227,2.34080640179
which is,0.435150330067,2.29805639776
white,2.71091174852,0.368879584718
white house,0.400170792517,2.49893300236
who,1.57555423444,0.634697288194
who are,1.74111806633,0.574343589522
who had,2.52555281907,0.395952914723
who has,1.20023308735,0.833171498551
who have,0.972311939059,1.02847652058
who were,1.93796118594,0.51600620655
why,0.994320950615,1.00571148519
why i,2.42607046746,0.4121891814
why i have,1.83219250129,0.545794177903
wife,0.475410643703,2.10344470248
will,0.690391791158,1.44845291153
will defend,3.77407228096,0.26496577849
will do,1.40609240648,0.711190811779
will do everything,0.807504230827,1.23838360447
will fight,1.55764338835,0.641995470517
will fight for,0.974631259586,1.02602906501
will help,1.88103124456,0.531623279991
will say,0.83241191244,1.20132831481
will stand,1.44334507126,0.692835012162
will work,0.497419441615,2.01037578417
win,0.436259247252,2.29221502191
winning,0.260205761704,3.84311244091
with,1.02393028742,0.976628987621
with china,0.49211203509,2.03205759806
with disabilities,1.88705493521,0.529926278956
with republicans,2.21462079485,0.451544572473
with rising,1.04640420133,0.955653655378
woman s,1.36685488143,0.731606561595
woman s right,1.05461802121,0.948210612646
women,2.02744443614,0.493231766146
women and,0.67780999888,1.4753396994
women in,2.75899376058,0.362450982778
women s,0.771744874051,1.29576500424
women s rights,1.84085396748,0.543226142685
women who,2.59182491338,0.38582853141
won,0.496615188145,2.01363152773
work,2.44059514686,0.409736125751
work and,0.790007327516,1.26581104399
work for,1.0425495836,0.959186992859
work hard,0.732610279233,1.36498221271
work hard and,1.08851693946,0.918681155754
work in,0.984168468003,1.01608620121
work in the,3.35385066494,0.298164736567
work that,1.7093236032,0.585026731116
work to,2.65261304495,0.376986760999
work to do,2.57965778688,0.387648317186
work together,0.732555216713,1.36508481161
work we,2.54602221558,0.392769550037
work with,1.00887324686,0.991204795159
worked,1.22479559949,0.816462763596
worked hard,3.15900454026,0.316555417143
worked with,2.02044881905,0.4949395355
workers,2.31852842982,0.43130806038
workers rights,1.17752739814,0.849237140109
working,1.5293209338,0.653884987709
working families,0.773426895649,1.29294702011
working people,0.994266993412,1.00576606347
working to,0.906957707339,1.10258724515
working with,2.32409864949,0.43027433462
works,0.987828294458,1.01232168142
world trade,0.372187855878,2.68681523109
would have,0.678083097608,1.47474550468
would say,0.522339681227,1.91446301313
would you,0.445532353151,2.24450591057
wouldn,0.690565532001,1.4480884922
years ago,0.746113409169,1.3402788205
yes,2.78801021349,0.358678743414
you,0.768045612651,1.30200600528
you are going,0.775426156979,1.28961344804
you can t,0.575761514764,1.73683022286
you cannot,0.325755560252,3.06978643504
you for,0.741263259556,1.34904838073
you had,0.399320273435,2.50425552251
you have,0.81761342816,1.22307188894
you have to,0.527802756706,1.89464717131
you imagine,0.335362937152,2.98184411341
you look,0.895759670411,1.11637086713
you look at,0.331198731348,3.01933523698
you re going,0.354817127394,2.81835323831
you should be,1.84914423902,0.540790695987
you to,1.21627256508,0.822184129375
you to know,2.90397287003,0.344355834147
you work hard,1.03595430979,0.965293537131
young,1.79130088318,0.558253506929
young man,2.65225478975,0.377037682753
young people,3.18003168246,0.314462275806
young people to,1.5947733017,0.627048370406
young people who,1.49423738368,0.669237706756
young person,2.90552535286,0.344171837639
your,1.18201518181,0.846012822332
your help,2.26461426132,0.441576305987
your part,2.0031109769,0.499223463667
zip,1.17473953851,0.851252526382
